model,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,26490,Semi-Auto,14,Diesel,150,60.1,2
 3 Series,29975,Manual,1254,Diesel,145,54.3,2
 3 Series,27275,Manual,3377,Diesel,145,54.3,2
 2 Series,22275,Manual,12,Petrol,145,42.2,1.5
 3 Series,28775,Semi-Auto,5800,Diesel,145,52.3,2
 3 Series,24775,Manual,3043,Diesel,145,64.2,2
 3 Series,24475,Semi-Auto,10548,Petrol,145,46.3,2
 3 Series,24790,Semi-Auto,12,Petrol,145,48.7,2
 3 Series,27490,Semi-Auto,12,Diesel,145,57.7,2
 3 Series,29990,Semi-Auto,9,Diesel,145,51.4,2
 5 Series,31450,Semi-Auto,8,Hybrid,145,60.1,2
 5 Series,29950,Semi-Auto,6,Hybrid,145,49.6,2
 3 Series,12475,Manual,51122,Diesel,30,62.8,2
 2 Series,26490,Semi-Auto,10,Diesel,150,47.1,2
 4 Series,22275,Semi-Auto,18243,Petrol,145,48.7,2
 2 Series,23775,Manual,34,Diesel,145,60.1,2
 2 Series,22775,Manual,10,Diesel,145,51.4,2
 5 Series,31475,Semi-Auto,12,Petrol,145,48.7,2
 4 Series,33975,Semi-Auto,11,Diesel,145,51.4,3
 4 Series,24275,Semi-Auto,13,Petrol,145,45.6,2
 4 Series,24275,Semi-Auto,12,Petrol,145,45.6,2
 4 Series,23975,Semi-Auto,13,Petrol,145,45.6,2
 5 Series,26350,Semi-Auto,14345,Diesel,145,65.7,2
 4 Series,18475,Semi-Auto,10545,Diesel,30,65.7,2
 4 Series,23475,Semi-Auto,29819,Diesel,145,50.4,3
 3 Series,23980,Semi-Auto,2760,Diesel,145,62.8,2
 1 Series,18450,Semi-Auto,5882,Petrol,145,54.3,1.5
 5 Series,13775,Semi-Auto,51716,Diesel,30,62.8,2
 2 Series,21775,Semi-Auto,10570,Petrol,145,47.9,2
 5 Series,17970,Semi-Auto,29060,Diesel,145,53.3,3
 2 Series,21775,Semi-Auto,8878,Petrol,145,47.9,2
 3 Series,29990,Semi-Auto,12,Petrol,150,41.5,2
 3 Series,23990,Manual,5,Diesel,145,56.5,2
 5 Series,43990,Semi-Auto,10,Petrol,145,39.2,3
 3 Series,23850,Semi-Auto,23,Petrol,145,42.2,2
 3 Series,16799,Semi-Auto,35365,Diesel,145,57.6,2
 3 Series,13275,Manual,61062,Diesel,125,60.1,2
 3 Series,21275,Semi-Auto,14714,Diesel,160,51.4,3
 3 Series,13975,Manual,41655,Diesel,30,64.2,2
 1 Series,17975,Manual,12800,Diesel,145,50.4,1.5
 3 Series,23990,Manual,16,Diesel,145,56.5,2
 3 Series,24850,Semi-Auto,10,Diesel,145,52.3,2
 4 Series,16475,Semi-Auto,17500,Petrol,160,44.8,2
 4 Series,38990,Semi-Auto,9,Diesel,145,47.9,3
 5 Series,36990,Semi-Auto,10,Diesel,145,60.1,3
 5 Series,32850,Semi-Auto,12,Hybrid,145,62.8,2
 1 Series,18999,Semi-Auto,12011,Diesel,145,65.7,2
 3 Series,28950,Semi-Auto,5367,Diesel,145,52.3,2
 1 Series,16775,Manual,10842,Diesel,145,65.7,2
 4 Series,23750,Semi-Auto,9,Diesel,145,65.7,2
 4 Series,21975,Semi-Auto,18165,Petrol,145,48.7,2
 5 Series,27875,Semi-Auto,3905,Diesel,145,55.4,2
 3 Series,20440,Semi-Auto,39000,Petrol,200,41.5,3
 5 Series,27998,Semi-Auto,6865,Diesel,145,60.1,2
 1 Series,19498,Semi-Auto,11602,Diesel,145,67.3,2
 3 Series,15498,Semi-Auto,43678,Diesel,150,60.1,2
 3 Series,16410,Automatic,35219,Diesel,145,56.5,3
 2 Series,13991,Manual,36045,Diesel,0,74.3,1.5
 1 Series,12111,Semi-Auto,57617,Diesel,125,60.1,2
 3 Series,15030,Semi-Auto,43482,Diesel,30,64.2,2
 3 Series,12791,Manual,37676,Diesel,30,64.2,2
 5 Series,26691,Automatic,28869,Petrol,145,37.7,3
 4 Series,17999,Manual,30055,Diesel,145,55.4,2
 3 Series,31880,Semi-Auto,5185,Diesel,145,44.1,3
 3 Series,20480,Semi-Auto,22834,Diesel,160,51.4,3
 3 Series,10480,Manual,36494,Diesel,20,68.9,2
 3 Series,19490,Semi-Auto,41816,Diesel,145,64.2,2
 3 Series,30990,Semi-Auto,1204,Diesel,145,49.6,2
 3 Series,27480,Semi-Auto,11103,Diesel,145,52.3,2
 4 Series,24250,Semi-Auto,110,Diesel,145,60.1,2
 2 Series,19975,Semi-Auto,9503,Diesel,145,49.6,2
 5 Series,25990,Semi-Auto,11114,Diesel,145,65.7,2
 3 Series,12480,Manual,51379,Diesel,20,68.9,2
 4 Series,26990,Semi-Auto,8722,Diesel,145,53.3,3
 2 Series,19880,Automatic,8556,Diesel,145,52.3,2
 2 Series,19980,Semi-Auto,11362,Petrol,145,40.9,1.5
 1 Series,21490,Automatic,7314,Diesel,145,65.7,2
 2 Series,22480,Manual,6521,Diesel,145,60.1,2
 3 Series,27480,Semi-Auto,5090,Petrol,145,45.6,2
 5 Series,26480,Semi-Auto,8601,Petrol,145,50.4,2
 4 Series,24980,Semi-Auto,6917,Diesel,145,65.7,2
 3 Series,26990,Semi-Auto,7264,Diesel,145,48.7,2
 3 Series,27890,Semi-Auto,1984,Diesel,145,48.7,2
 5 Series,27780,Semi-Auto,12182,Diesel,145,65.7,2
 1 Series,18290,Manual,21491,Petrol,260,36.2,3
 2 Series,22990,Semi-Auto,682,Petrol,145,47.9,2
 1 Series,21450,Manual,1905,Petrol,145,44.1,1.5
 3 Series,37980,Semi-Auto,3766,Petrol,145,34.9,3
 3 Series,27980,Semi-Auto,5023,Petrol,145,45.6,2
 3 Series,37980,Semi-Auto,5470,Petrol,145,34.9,3
 3 Series,24450,Manual,3378,Diesel,145,64.2,2
 3 Series,24450,Manual,2912,Diesel,145,64.2,2
 3 Series,23990,Manual,4710,Diesel,145,54.3,2
 3 Series,26440,Manual,102,Diesel,145,54.3,2
 2 Series,20990,Semi-Auto,1290,Petrol,145,50.4,1.5
 3 Series,23890,Semi-Auto,17240,Diesel,145,51.4,3
 3 Series,24450,Manual,3973,Diesel,145,64.2,2
 3 Series,24980,Semi-Auto,6941,Petrol,145,42.2,2
 1 Series,11980,Automatic,41081,Diesel,0,74.3,2
 1 Series,15480,Automatic,28883,Diesel,20,67.3,2
 4 Series,25980,Automatic,5577,Diesel,145,55.4,3
 1 Series,19980,Automatic,11303,Diesel,145,48.7,2
 4 Series,22450,Manual,115,Petrol,145,46.3,2
 4 Series,24450,Semi-Auto,8128,Diesel,145,65.7,2
 2 Series,16890,Semi-Auto,21688,Diesel,145,56.5,1.5
 2 Series,23450,Semi-Auto,9683,Diesel,145,57.7,2
 5 Series,34990,Semi-Auto,101,Diesel,145,53.3,3
 1 Series,20875,Semi-Auto,4834,Diesel,145,67.3,2
 1 Series,23450,Manual,1524,Petrol,145,44.1,1.5
 1 Series,25890,Manual,1182,Diesel,145,53.3,2
 2 Series,13480,Manual,16600,Diesel,20,68.9,2
 4 Series,32880,Automatic,5000,Petrol,145,41.5,3
 3 Series,25350,Semi-Auto,22095,Diesel,145,52.3,2
 3 Series,33875,Semi-Auto,9389,Diesel,145,49.6,2
 2 Series,21945,Semi-Auto,9408,Petrol,145,47.9,2
 1 Series,17980,Manual,6756,Diesel,145,65.7,2
 1 Series,18975,Manual,5650,Diesel,145,65.7,2
 1 Series,19875,Semi-Auto,7044,Diesel,145,67.3,2
 1 Series,19475,Manual,4168,Petrol,145,52.3,1.5
 1 Series,18990,Manual,3423,Diesel,145,70.6,1.5
 1 Series,23450,Manual,1054,Petrol,145,41.5,1.5
 4 Series,30990,Semi-Auto,110,Petrol,145,41.5,3
 1 Series,13980,Manual,19484,Diesel,145,72.4,1.5
 1 Series,19975,Manual,5303,Diesel,145,65.7,2
 1 Series,18675,Manual,3382,Diesel,145,70.6,1.5
 1 Series,17480,Manual,5230,Diesel,145,68.9,2
 3 Series,28980,Automatic,6129,Diesel,145,50.4,2
 1 Series,13980,Semi-Auto,17533,Petrol,30,58.9,1.5
 2 Series,21980,Manual,8494,Diesel,145,64.2,2
 3 Series,13980,Manual,16376,Diesel,30,62.8,2
 5 Series,33980,Automatic,6000,Diesel,145,53.3,3
 3 Series,27980,Automatic,5000,Diesel,145,52.3,2
 2 Series,23480,Semi-Auto,112,Petrol,145,47.9,2
 5 Series,31875,Semi-Auto,114,Petrol,145,48.7,2
 1 Series,20875,Semi-Auto,5954,Diesel,145,67.3,2
 4 Series,33890,Semi-Auto,10,Diesel,145,51.4,3
 4 Series,33880,Automatic,11,Diesel,145,51.4,3
 4 Series,23990,Semi-Auto,120,Diesel,145,60.1,2
 2 Series,21480,Semi-Auto,11,Petrol,145,50.4,1.5
 3 Series,24690,Semi-Auto,5246,Petrol,145,47.9,2
 3 Series,23980,Semi-Auto,1051,Petrol,145,47.9,2
 3 Series,23980,Semi-Auto,2480,Petrol,145,47.9,2
 2 Series,16698,Automatic,27201,Diesel,145,64.2,2
 1 Series,13798,Manual,50026,Petrol,305,35.3,3
 2 Series,20750,Manual,110,Petrol,145,52.3,1.5
 2 Series,20450,Manual,10,Petrol,145,42.8,1.5
 3 Series,11698,Manual,21798,Diesel,20,68.9,2
 3 Series,18998,Semi-Auto,33087,Diesel,160,51.4,3
 2 Series,14998,Semi-Auto,38576,Diesel,145,68.9,1.5
 1 Series,21498,Semi-Auto,18836,Petrol,150,39.8,3
 1 Series,18498,Semi-Auto,38964,Petrol,205,39.8,3
 3 Series,24998,Semi-Auto,11904,Diesel,145,60.1,2
 1 Series,19998,Semi-Auto,7222,Petrol,150,47.9,2
 3 Series,24450,Semi-Auto,8196,Diesel,145,62.8,2
 3 Series,22990,Manual,1122,Diesel,145,60.1,2
 4 Series,27990,Semi-Auto,9529,Diesel,145,60.1,2
 3 Series,28450,Semi-Auto,1951,Diesel,145,52.3,2
 4 Series,25490,Semi-Auto,3516,Petrol,145,48.7,2
 5 Series,33890,Semi-Auto,2096,Diesel,145,53.3,3
 4 Series,26450,Semi-Auto,2924,Petrol,145,48.7,2
 4 Series,24975,Semi-Auto,11324,Diesel,145,65.7,2
 5 Series,26790,Semi-Auto,10389,Diesel,145,65.7,2
 5 Series,26350,Semi-Auto,11301,Diesel,145,65.7,2
 1 Series,13995,Semi-Auto,39714,Diesel,145,67.3,2
 2 Series,21590,Semi-Auto,10199,Petrol,145,47.9,2
 1 Series,16480,Manual,21344,Diesel,145,62.8,2
 1 Series,23450,Manual,2400,Petrol,145,44.1,1.5
 1 Series,12991,Manual,71301,Petrol,300,35.3,3
 4 Series,11991,Manual,50757,Petrol,165,46.3,2
 3 Series,13950,Automatic,31098,Diesel,30,62.8,2
 5 Series,23775,Semi-Auto,4447,Petrol,145,50.4,2
 1 Series,18875,Semi-Auto,2406,Diesel,145,68.9,1.5
 3 Series,24440,Semi-Auto,12,Diesel,145,64.2,2
 3 Series,24440,Semi-Auto,12,Diesel,145,60.1,2
 1 Series,29790,Semi-Auto,12,Petrol,145,39.8,3
 1 Series,29880,Semi-Auto,12,Petrol,145,39.8,3
 5 Series,30990,Semi-Auto,12,Diesel,145,49.6,2
 1 Series,15980,Manual,8359,Diesel,145,72.4,1.5
 2 Series,29975,Semi-Auto,8027,Petrol,145,38.2,3
 4 Series,23775,Manual,8293,Diesel,145,62.8,2
 5 Series,31775,Semi-Auto,579,Diesel,145,60.1,2
 5 Series,26790,Semi-Auto,6110,Diesel,145,65.7,2
 3 Series,32990,Semi-Auto,1125,Diesel,145,50.4,2
 3 Series,27450,Semi-Auto,6038,Petrol,145,42.2,2
 3 Series,17480,Semi-Auto,20671,Petrol,150,51.4,1.5
 3 Series,17480,Semi-Auto,22539,Petrol,150,51.4,1.5
 3 Series,21590,Semi-Auto,20000,Petrol,150,47.9,2
 3 Series,21590,Semi-Auto,23000,Petrol,150,44.8,2
 1 Series,23590,Manual,1104,Diesel,145,53.3,2
 3 Series,23990,Semi-Auto,8389,Petrol,145,47.9,2
 3 Series,13890,Semi-Auto,45252,Diesel,30,65.7,2
 4 Series,24450,Semi-Auto,10831,Diesel,145,65.7,2
 2 Series,11990,Semi-Auto,35000,Diesel,30,65.7,2
 2 Series,20380,Semi-Auto,4172,Petrol,145,47.9,2
 3 Series,21590,Semi-Auto,26000,Petrol,150,47.9,2
 3 Series,21590,Semi-Auto,23000,Petrol,150,44.8,2
 3 Series,21590,Semi-Auto,23000,Petrol,150,47.9,2
 3 Series,21590,Semi-Auto,27000,Petrol,150,47.9,2
 4 Series,19890,Semi-Auto,22000,Petrol,150,48.7,2
 4 Series,20590,Semi-Auto,17000,Petrol,150,48.7,2
 3 Series,26480,Semi-Auto,6012,Diesel,150,52.3,2
 3 Series,25900,Semi-Auto,6486,Petrol,150,42.2,2
 4 Series,15995,Automatic,47822,Diesel,30,65.7,2
 1 Series,21498,Semi-Auto,25630,Petrol,145,39.8,3
 5 Series,26220,Semi-Auto,19504,Diesel,145,46.3,2
 2 Series,28993,Semi-Auto,500,Diesel,145,67.3,2
 1 Series,20980,Manual,2985,Petrol,150,44.1,1.5
 1 Series,20980,Manual,6553,Petrol,150,44.1,1.5
 2 Series,12900,Manual,47301,Diesel,20,74.3,1.5
 1 Series,15940,Manual,7913,Petrol,145,53.3,1.5
 4 Series,31480,Semi-Auto,7217,Diesel,145,47.9,3
 1 Series,16491,Manual,27411,Petrol,305,35.3,3
 3 Series,20999,Semi-Auto,27500,Diesel,145,56.5,3
 2 Series,32993,Semi-Auto,500,Diesel,145,47.1,2
 2 Series,20450,Semi-Auto,3422,Diesel,145,65.7,2
 3 Series,22480,Manual,5567,Diesel,145,56.5,2
 3 Series,24475,Semi-Auto,12991,Diesel,145,48.7,2
 4 Series,24940,Semi-Auto,112,Petrol,145,45.6,2
 2 Series,23980,Manual,110,Diesel,145,60.1,2
 3 Series,11430,Semi-Auto,36578,Petrol,160,44.8,2
 1 Series,18998,Manual,13857,Petrol,260,36.2,3
 3 Series,28998,Manual,7441,Diesel,150,54.3,2
 3 Series,17998,Semi-Auto,54762,Petrol,150,48.7,2
 3 Series,17480,Semi-Auto,20410,Petrol,150,48.7,2
 4 Series,17980,Semi-Auto,27120,Petrol,150,48.7,2
 4 Series,23290,Semi-Auto,28893,Diesel,145,50.4,3
 5 Series,36993,Semi-Auto,500,Hybrid,145,49.6,2
 5 Series,18656,Semi-Auto,25695,Diesel,160,51.4,3
 3 Series,20391,Semi-Auto,27547,Diesel,150,53.3,3
 5 Series,22430,Semi-Auto,11333,Diesel,150,65.7,2
 4 Series,24390,Semi-Auto,6018,Petrol,145,45.6,2
 3 Series,22110,Semi-Auto,26309,Diesel,145,51.4,3
 4 Series,26190,Semi-Auto,7350,Petrol,145,48.7,2
 1 Series,20990,Semi-Auto,17774,Petrol,200,39.8,3
 1 Series,17890,Manual,26193,Petrol,260,36.2,3
 4 Series,23760,Semi-Auto,17329,Diesel,160,50.4,3
 2 Series,22600,Semi-Auto,3574,Diesel,145,48.7,2
 1 Series,24500,Manual,4064,Diesel,145,57.7,1.5
 3 Series,15541,Semi-Auto,79978,Diesel,160,51.4,3
 5 Series,34500,Semi-Auto,1007,Hybrid,135,156.9,2
 1 Series,15291,Semi-Auto,19062,Diesel,150,44.1,2
 1 Series,12741,Manual,23114,Diesel,20,68.9,2
 1 Series,14991,Semi-Auto,17236,Diesel,20,68.9,1.5
 5 Series,32250,Semi-Auto,1400,Hybrid,135,156.9,2
 1 Series,18471,Semi-Auto,8500,Petrol,150,47.9,2
 3 Series,22290,Semi-Auto,19462,Diesel,145,56.5,3
 2 Series,18495,Semi-Auto,4568,Diesel,145,52.3,2
 4 Series,22990,Semi-Auto,29607,Diesel,160,50.4,3
 1 Series,26390,Semi-Auto,3667,Petrol,145,40.4,1.5
 2 Series,23290,Semi-Auto,2801,Petrol,145,47.9,2
 4 Series,30991,Semi-Auto,4762,Petrol,145,41.5,3
 4 Series,24490,Semi-Auto,7604,Diesel,150,65.7,2
 4 Series,25490,Semi-Auto,6782,Petrol,150,48.7,2
 4 Series,27290,Semi-Auto,4476,Diesel,145,58.9,2
 4 Series,20590,Semi-Auto,30000,Petrol,150,48.7,2
 4 Series,20590,Semi-Auto,16500,Petrol,150,48.7,2
 4 Series,20590,Semi-Auto,17000,Petrol,150,48.7,2
 4 Series,31980,Automatic,10,Petrol,145,45.6,2
 3 Series,25980,Semi-Auto,3317,Diesel,145,52.3,2
 5 Series,28790,Semi-Auto,5432,Diesel,145,60.1,2
 5 Series,26400,Semi-Auto,4237,Petrol,145,50.4,2
 3 Series,12567,Automatic,24619,Diesel,20,74.3,2
 3 Series,15460,Semi-Auto,24628,Petrol,145,47.9,2
 1 Series,18951,Semi-Auto,38478,Petrol,200,39.8,3
 5 Series,10270,Automatic,71302,Diesel,30,62.8,2
 3 Series,9802,Manual,61887,Diesel,30,62.8,2
 2 Series,16347,Manual,11141,Petrol,145,42.2,1.5
 3 Series,17498,Semi-Auto,28897,Diesel,145,54.3,3
 4 Series,17340,Semi-Auto,33011,Diesel,30,65.7,2
 3 Series,35230,Semi-Auto,4602,Hybrid,135,8.8,2
 3 Series,29980,Semi-Auto,8127,Diesel,145,48.7,2
 5 Series,30980,Automatic,3718,Diesel,145,62.8,2
 5 Series,30980,Semi-Auto,2420,Hybrid,135,156.9,2
 5 Series,30980,Semi-Auto,2215,Hybrid,135,156.9,2
 4 Series,19480,Semi-Auto,52783,Petrol,235,38.2,3
 1 Series,14990,Manual,10937,Diesel,30,65.7,2
 1 Series,19290,Semi-Auto,21132,Petrol,235,37.7,3
 2 Series,15690,Semi-Auto,18586,Petrol,125,51.4,1.5
 1 Series,20980,Manual,4630,Petrol,145,44.1,1.5
 2 Series,21980,Automatic,6258,Hybrid,135,148.7,1.5
 1 Series,17980,Semi-Auto,10672,Diesel,145,74.3,2
 5 Series,31480,Semi-Auto,4659,Diesel,150,60.1,3
 1 Series,16480,Semi-Auto,20308,Petrol,145,47.9,1.6
 3 Series,29480,Manual,2802,Diesel,145,54.3,2
 5 Series,24480,Semi-Auto,26971,Diesel,145,62.8,2
 2 Series,20980,Manual,10,Petrol,145,52.3,1.5
 1 Series,14480,Semi-Auto,37529,Diesel,20,68.9,1.5
 5 Series,31490,Semi-Auto,2019,Petrol,150,48.7,2
 3 Series,27480,Semi-Auto,9155,Petrol,145,41.5,2
 3 Series,31980,Semi-Auto,10,Diesel,145,50.4,2
 3 Series,27480,Semi-Auto,6113,Petrol,145,42.2,2
 1 Series,19480,Automatic,6993,Diesel,145,67.3,2
 4 Series,23480,Automatic,5738,Diesel,145,65.7,2
 1 Series,20990,Automatic,7990,Diesel,145,65.7,2
 4 Series,25990,Automatic,6519,Diesel,145,58.9,2
 3 Series,14250,Manual,27779,Diesel,30,64.2,2
 3 Series,17647,Automatic,20793,Diesel,145,56.5,3
 3 Series,18907,Automatic,27649,Petrol,260,36.7,3
 2 Series,20980,Semi-Auto,10,Petrol,145,50.4,1.5
 2 Series,20980,Semi-Auto,10,Petrol,145,50.4,1.5
 1 Series,17980,Manual,8067,Petrol,145,52.3,1.5
 1 Series,15490,Semi-Auto,28646,Diesel,145,68.9,2
 5 Series,25980,Semi-Auto,15856,Petrol,200,39.2,3
 4 Series,17980,Semi-Auto,35255,Petrol,160,44.1,2
 1 Series,18480,Manual,39201,Petrol,150,36.2,3
 4 Series,23480,Semi-Auto,7107,Petrol,150,48.7,2
 4 Series,24990,Semi-Auto,16790,Diesel,150,60.1,2
 3 Series,16690,Manual,14348,Petrol,150,48.7,2
 1 Series,8990,Manual,37233,Petrol,150,49.6,1.6
 4 Series,18797,Manual,9788,Diesel,145,62.8,2
 4 Series,18997,Manual,8269,Diesel,145,62.8,2
 4 Series,11870,Semi-Auto,77209,Diesel,125,60.1,2
 5 Series,14090,Semi-Auto,62890,Diesel,160,51.4,3
 1 Series,9891,Manual,49811,Diesel,0,83.1,1.5
 3 Series,27490,Semi-Auto,13994,Petrol,145,42.2,2
 3 Series,15980,Semi-Auto,30569,Diesel,30,62.8,2
 3 Series,13980,Semi-Auto,40146,Petrol,145,47.9,2
 1 Series,20980,Manual,3483,Petrol,145,44.1,1.5
 3 Series,26980,Semi-Auto,5966,Diesel,145,52.3,2
 3 Series,24480,Semi-Auto,5776,Diesel,145,55.4,2
 1 Series,16991,Manual,27500,Diesel,150,62.8,2
 5 Series,24171,Semi-Auto,10131,Diesel,125,60.1,2
 3 Series,16891,Manual,17907,Petrol,150,43.5,2
 2 Series,20980,Semi-Auto,9,Petrol,150,50.4,1.5
 3 Series,32450,Semi-Auto,104,Petrol,150,40.4,2
 1 Series,32990,Semi-Auto,3883,Petrol,145,34.5,2
 5 Series,34990,Semi-Auto,3425,Diesel,145,60.1,2
 3 Series,14920,Automatic,59695,Diesel,145,56.5,3
 3 Series,13207,Automatic,32672,Petrol,125,51.4,1.5
 3 Series,17710,Automatic,45646,Diesel,145,56.5,3
 5 Series,25450,Automatic,19486,Hybrid,135,156.9,2
 4 Series,16514,Semi-Auto,33802,Diesel,30,65.7,2
 1 Series,13553,Manual,17787,Petrol,125,52.3,1.5
 5 Series,34840,Semi-Auto,105,Hybrid,145,44.8,2
 5 Series,18995,Semi-Auto,15804,Diesel,160,50.4,3
 3 Series,15995,Automatic,24624,Petrol,145,51.4,2
 3 Series,16350,Semi-Auto,21000,Petrol,160,43.5,2
 2 Series,15950,Semi-Auto,29000,Diesel,125,57.6,2
 3 Series,15995,Semi-Auto,34700,Diesel,150,64.2,2
 4 Series,17029,Automatic,35444,Diesel,30,65.7,2
 4 Series,18280,Manual,17024,Petrol,145,46.3,2
 3 Series,18080,Automatic,22186,Petrol,200,43.5,2
 1 Series,18690,Automatic,26140,Diesel,145,61.4,2
 3 Series,39980,Semi-Auto,3007,Petrol,150,34.9,3
 3 Series,14990,Manual,18452,Diesel,30,67.3,2
 2 Series,13990,Semi-Auto,18847,Petrol,150,55.4,1.5
 1 Series,28990,Semi-Auto,1129,Diesel,150,51.4,2
 5 Series,26990,Semi-Auto,13929,Diesel,150,65.7,2
 2 Series,23990,Semi-Auto,105,Diesel,145,47.1,2
 3 Series,28990,Semi-Auto,14,Diesel,145,50.4,2
 5 Series,27980,Semi-Auto,105,Hybrid,145,52.3,2
 5 Series,28990,Semi-Auto,103,Petrol,145,50.4,2
 3 Series,18500,Semi-Auto,30749,Diesel,145,60.1,2
 1 Series,14724,Manual,24676,Diesel,145,62.8,2
 2 Series,17998,Semi-Auto,17787,Petrol,260,37.2,3
 3 Series,29998,Semi-Auto,8421,Diesel,150,52.3,2
 4 Series,24490,Automatic,4469,Petrol,145,48.7,2
 2 Series,19490,Manual,5512,Petrol,145,42.8,1.5
 2 Series,18480,Manual,10250,Petrol,145,42.2,1.5
 4 Series,21980,Semi-Auto,10030,Diesel,145,65.7,2
 2 Series,20980,Semi-Auto,13,Petrol,145,50.4,1.5
 1 Series,18990,Semi-Auto,11538,Petrol,200,39.8,3
 3 Series,24990,Manual,3271,Diesel,145,64.2,2
 2 Series,15980,Semi-Auto,38403,Diesel,125,58.9,2
 3 Series,24990,Manual,101,Diesel,150,56.5,2
 5 Series,33850,Semi-Auto,103,Hybrid,150,44.8,2
 3 Series,15990,Semi-Auto,46486,Petrol,150,48.7,2
 4 Series,15990,Semi-Auto,39024,Diesel,30,65.7,2
 4 Series,21850,Semi-Auto,29101,Diesel,145,65.7,2
 1 Series,21990,Manual,1834,Diesel,145,56.5,2
 2 Series,17450,Manual,22661,Diesel,150,62.8,1.5
 1 Series,23990,Manual,3399,Diesel,150,53.3,2
 5 Series,27990,Semi-Auto,105,Hybrid,145,49.6,2
 3 Series,23990,Manual,105,Diesel,145,56.5,2
 4 Series,24490,Semi-Auto,105,Diesel,145,65.7,2
 5 Series,28990,Semi-Auto,103,Hybrid,145,62.8,2
 3 Series,28750,Semi-Auto,3858,Diesel,145,52.3,2
 5 Series,12995,Semi-Auto,38094,Diesel,30,62.8,2
 4 Series,15780,Manual,33636,Diesel,145,55.4,2
 5 Series,26990,Semi-Auto,104,Petrol,145,50.4,2
 5 Series,26790,Semi-Auto,9535,Diesel,145,65.7,2
 4 Series,16980,Semi-Auto,27142,Diesel,30,65.7,2
 1 Series,12990,Manual,37179,Diesel,30,65.7,2
 3 Series,31490,Semi-Auto,105,Diesel,145,51.4,2
 1 Series,23780,Semi-Auto,5831,Petrol,145,40.4,1.5
 3 Series,22990,Manual,101,Diesel,145,58.9,2
 4 Series,23995,Semi-Auto,2129,Petrol,145,45.6,2
 4 Series,22440,Semi-Auto,18501,Petrol,145,48.7,2
 3 Series,23980,Semi-Auto,6251,Diesel,145,62.8,2
 4 Series,23750,Semi-Auto,2791,Petrol,145,45.6,2
 2 Series,23990,Semi-Auto,1743,Petrol,150,50.4,1.5
 3 Series,27450,Manual,2039,Diesel,145,54.3,2
 3 Series,28990,Manual,104,Diesel,145,54.3,2
 3 Series,37990,Semi-Auto,5875,Diesel,145,45.6,3
 4 Series,24990,Semi-Auto,102,Diesel,145,65.7,2
 2 Series,20950,Semi-Auto,11757,Petrol,145,47.9,2
 1 Series,15990,Manual,10069,Diesel,145,72.4,1.5
 5 Series,22990,Semi-Auto,15985,Diesel,150,65.7,2
 1 Series,21980,Semi-Auto,16718,Petrol,150,39.8,3
 3 Series,24950,Automatic,1241,Diesel,145,62.8,2
 3 Series,28950,Semi-Auto,4416,Diesel,145,52.3,2
 3 Series,24990,Manual,4697,Diesel,145,64.2,2
 5 Series,26990,Semi-Auto,102,Petrol,145,52.3,2
 5 Series,29990,Semi-Auto,103,Hybrid,145,60.1,2
 3 Series,24640,Semi-Auto,5627,Petrol,145,47.9,2
 5 Series,26350,Semi-Auto,8351,Diesel,145,65.7,2
 5 Series,26350,Semi-Auto,6360,Diesel,145,65.7,2
 5 Series,26350,Semi-Auto,12241,Diesel,145,65.7,2
 4 Series,24975,Semi-Auto,7670,Diesel,145,65.7,2
 5 Series,38990,Semi-Auto,105,Diesel,145,53.3,3
 2 Series,22990,Semi-Auto,13,Petrol,145,47.9,2
 4 Series,25980,Semi-Auto,101,Diesel,145,65.7,2
 3 Series,23980,Semi-Auto,1989,Petrol,145,47.9,2
 5 Series,26340,Semi-Auto,5441,Diesel,145,65.7,2
 3 Series,28450,Semi-Auto,8114,Diesel,145,48.7,2
 5 Series,26350,Semi-Auto,7460,Diesel,145,65.7,2
 5 Series,19990,Semi-Auto,36779,Diesel,145,62.8,2
 3 Series,23990,Semi-Auto,18224,Diesel,145,53.3,3
 3 Series,31450,Semi-Auto,2804,Diesel,145,52.3,2
 3 Series,32990,Semi-Auto,4327,Diesel,145,49.6,2
 5 Series,33990,Semi-Auto,3704,Hybrid,145,49.6,2
 3 Series,42990,Semi-Auto,3698,Diesel,145,43.5,3
 4 Series,21980,Semi-Auto,17503,Petrol,145,48.7,2
 2 Series,23490,Semi-Auto,19,Diesel,145,49.6,2
 5 Series,31450,Automatic,13,Petrol,145,48.7,2
 5 Series,33950,Automatic,12,Diesel,145,53.3,3
 3 Series,31450,Semi-Auto,3965,Petrol,145,40.9,2
 3 Series,18998,Semi-Auto,35722,Diesel,150,62.8,2
 1 Series,15498,Manual,9391,Petrol,145,38.7,1.5
 1 Series,16998,Manual,11784,Diesel,145,49.6,2
 1 Series,17498,Manual,11211,Diesel,150,70.6,1.5
 3 Series,20147,Automatic,4393,Petrol,145,48.7,2
 5 Series,12950,Semi-Auto,54386,Diesel,30,62.8,2
 3 Series,15995,Automatic,33003,Diesel,145,56.5,3
 4 Series,19300,Semi-Auto,22945,Petrol,145,48.7,2
 4 Series,26980,Automatic,17,Diesel,145,55.4,3
 3 Series,38980,Semi-Auto,4025,Diesel,150,43.5,3
 2 Series,24480,Semi-Auto,8950,Diesel,145,57.7,2
